4146083	-3926	0.983	-0.015	0.025
77820	4145553	-3792	-0.494	-0.020	-0.843
77837	4145553	-3792	-0.498	-0.058	-0.904
77859	4145298	-3793	-0.515	-0.036	-0.906
77876	4145298	-3793	-0.476	0.001	-0.771
77888	4145298	-3793	-0.477	0.007	-0.803
77899	4145484	-3792	-0.440	0.011	-0.860
77905	4145484	-3792	-0.445	-0.010	-0.938
77947	4145801	-3789	-0.387	-0.024	-0.857
77974	4145408	-3789	-0.370	-0.031	-0.847
77991	4145408	-3789	-0.373	-0.040	-1.019
78014	4145529	-3791	-0.385	-0.042	-0.854
78021	4145529	-3791	-0.398	-0.026	-0.862
78040	4145529	-3791	-0.413	-0.020	-0.874
78059	4145448	-3791	-0.475	-0.021	-0.876
78080	4145448	-3791	-0.511	0.002	-0.857
78099	4145421	-3792	-0.519	0.013	-0.856
78116	4145421	-3792	-0.517	0.021	-0.864
78131	4145421	-3792	-0.511	0.033	-0.854
78145	4145453	-3792	-0.488	0.040	-0.864
78156	4145453	-3792	-0.466	0.034	-0.867
78172	4145453	-3792	-0.451	0.022	-0.864
78213	4145652	-3790	-0.414	-0.042	-0.863
78228	4145502	-3790	-0.420	-0.046	-0.867
78263	4145555	-3789	-0.424	-0.083	-0.863
78283	4145555	-3789	-0.437	-0.063	-0.865
78304	4145530	-3790	-0.459	-0.046	-0.923
78322	4145530	-3790	-0.513	-0.014	-0.922
78341	4145374	-3790	-0.454	0.001	-0.819
78353	4145374	-3790	-0.447	-0.008	-0.810
78372	4145374	-3790	-0.467	0.019	-0.893
78394	4145324	-3788	-0.430	0.017	-0.919
78409	4145324	-3788	-0.494	0.061	-0.912
78424	4145500	-3788	-0.389	-0.015	-1.031
78437	4145500	-3788	-0.453	-0.048	-0.899
78544	4145449	-3788	-0.506	-0.049	-0.844
78564	4145449	-3788	-0.482	-0.043	-0.842
78580	4145449	-3790	-0.498	-0.045	-0.851
78599	4145516	-3790	-0.517	-0.019	-0.982
78613	4145516	-3790	-0.491	0.003	-0.934
78639	4145328	-3788	-0.473	0.018	-0.851
78651	4145328	-3788	-0.509	-0.002	-0.846
78675	4145494	-3789	-0.446	-0.001	-0.880
78686	4145494	-3789	-0.408	-0.018	-0.861
78708	4145369	-3789	-0.394	-0.019	-0.869
78718	4145369	-3789	-0.379	-0.003	-0.881
78746	4145483	-3789	-0.382	-0.021	-0.867
78766	4145483	-3789	-0.390	-0.031	-0.857
78780	4145483	-3789	-0.403	-0.023	-0.860
78792	4145408	-3789	-0.419	-0.011	-0.873
78806	4145408	-3789	-0.435	0.026	-0.838
78826	4145494	-3787	-0.468	-0.002	-0.898
78855	4145494	-3787	-0.494	-0.002	-0.851
78875	4145393	-3789	-0.517	-0.007	-0.867
78888	4145393	-3789	-0.523	0.005	-0.862
78915	4145317	-3786	-0.502	-0.015	-0.865
78942	4145317	-3786	-0.480	-0.031	-0.864
78961	4145454	-3785	-0.446	-0.032	-0.858
78980	4145454	-3785	-0.439	-0.040	-0.866
78993	4145718	-3787	-0.429	-0.025	-0.875
79012	4145718	-3787	-0.415	-0.041	-0.873
79032	4145331	-3785	-0.395	-0.033	-0.863
79051	4145331	-3785	-0.395	-0.036	-0.873
79069	4145306	-3785	-0.402	-0.029	-0.874
79082	4145306	-3785	-0.411	-0.018	-0.875
79092	4145306	-3785	-0.420	-0.015	-0.875
79102	4145306	-3785	-0.427	-0.012	-0.869
79134	4145468	-3786	-0.457	0.002	-0.872
79139	4145468	-3786	-0.460	0.017	-0.864
79188	4145622	-3786	-0.474	0.014	-0.861
79209	4145294	-3786	-0.474	0.010	-0.877
79230	4145294	-3786	-0.457	-0.007	-0.863
79251	4145542	-3786	-0.438	-0.024	-0.869
79269	4145542	-3786	-0.437	-0.027	-0.865
79288	4145575	-3786	-0.437	-0.042	-0.860
79311	4145575	-3785	-0.433	-0.044	-0.865
79330	4145407	-3785	-0.436	-0.045	-0.863
79349	4145407	-3784	-0.445	-0.037	-0.863
79367	4145502	-3784	-0.449	-0.030	-0.877
79373	4145502	-3784	-0.450	0.019	-0.864
79491	4145628	-3781	-0.426	0.012	-0.863
79509	4145628	-3781	-0.429	0.008	-0.868
79530	4145501	-3783	-0.430	-0.006	-0.866
79551	4145501	-3783	-0.432	-0.015	-0.866
79572	4145626	-3784	-0.436	-0.033	-0.873
79593	4145626	-3782	-0.448	-0.030	-0.863
79613	4145594	-3782	-0.454	-0.031	-0.864
79629	4145594	-3782	-0.463	-0.029	-0.865
79642	4145559	-3784	-0.474	-0.031	-0.864
79664	4145559	-3784	-0.479	-0.015	-0.866
79672	4145559	-3784	-0.475	-0.017	-0.862
79718	4145527	-3783	-0.472	-0.014	-0.864
79739	4145604	-3783	-0.459	-0.010	-0.867
79760	4145479	-3782	-0.452	-0.011	-0.866
79779	4145479	-3782	-0.436	-0.017	-0.860
79794	4145479	-3782	-0.435	-0.016	-0.860
79805	4145499	-3782	-0.432	-0.025	-0.877
79818	4145499	-3782	-0.432	-0.027	-0.880
79827	4145499	-3782	-0.427	-0.030	-0.867
79845	4145668	-3782	-0.428	-0.020	-0.863
79866	4145668	-3782	-0.426	-0.018	-0.866
79881	4145334	-3783	-0.429	-0.016	-0.873
79888	4145334	-3783	-0.437	-0.001	-0.864
79940	4145521	-3783	-0.450	-0.001	-0.869
79958	4145521	-3781	-0.465	-0.002	-0.863
79975	4145405	-3781	-0.471	-0.017	-0.871
79988	4145405	-3781	-0.479	-0.021	-0.864
79999	4145405	-3781	-0.477	-0.017	-0.868
80008	4145375	-3781	-0.479	-0.016	-0.853
80033	4145375	-3781	-0.470	-0.026	-0.872
80058	4145359	-3783	-0.452	-0.034	-0.862
80076	4145359	-3783	-0.449	-0.032	-0.867
80089	4145430	-3784	-0.437	-0.027	-0.864
80115	4145430	-3784	-0.434	-0.025	-0.867
80129	4145353	-3782	-0.432	-0.019	-0.870
80150	4145353	-3782	-0.432	-0.014	-0.865
80170	4145379	-3780	-0.436	-0.009	-0.862
80191	4145379	-3780	-0.441	-0.007	-0.865
80211	4145477	-3780	-0.442	-0.014	-0.867
80231	4145477	-3780	-0.433	0.010	-0.869
80249	4145632	-3781	-0.440	-0.002	-0.865
80262	4145632	-3781	-0.438	-0.004	-0.865
80273	4145632	-3781	-0.445	-0.013	-0.862
80283	4145632	-3781	-0.441	-0.012	-0.865
80329	4145550	-3779	-0.441	-0.010	-0.866
80338	4145550	-3779	-0.441	-0.019	-0.859
80382	4145470	-3778	-0.455	-0.021	-0.869
80403	4145470	-3778	-0.452	-0.023	-0.868
80422	4145345	-3779	-0.454	-0.016	-0.867
80442	4145345	-3779	-0.460	-0.026	-0.865
80461	4145515	-3778	-0.463	-0.022	-0.864
80481	4145515	-3778	-0.466	-0.019	-0.884
80497	4145348	-3780	-0.478	-0.009	-0.930
80517	4145348	-3780	-0.454	-0.013	-0.849
80539	4145493	-3779	-0.426	-0.005	-0.942
80560	4145493	-3779	-0.439	-0.010	-0.865
80573	4145370	-3780	-0.465	-0.013	-0.838
80608	4145370	-3777	-0.377	-0.018	-0.908
80627	4145520	-3777	-0.404	-0.061	-0.852
80648	4145520	-3777	-0.398	-0.019	-0.945
80666	4145279	-3779	-0.403	0.023	-0.937
80687	4145279	-3779	-0.435	-0.014	-0.898
80703	4145278	-3778	-0.476	-0.024	-0.849
80729	4145278	-3778	-0.498	-0.006	-0.858
80747	4145401	-3779	-0.489	-0.003	-0.858
80763	4145401	-3779	-0.518	-0.001	-0.872
80773	4145401	-3779	-0.518	-0.028	-0.854
80782	4145339	-3779	-0.522	-0.011	-0.849
80847	4145541	-3777	-0.447	-0.019	-0.869
80865	4145494	-3778	-0.437	-0.034	-0.866
80879	4145494	-3778	-0.423	-0.026	-0.867
80891	4145494	-3778	-0.409	-0.021	-0.869
80902	4145574	-3777	-0.411	-0.021	-0.864
80907	4145574	-3777	-0.381	0.004	-0.906
80964	4145765	-3776	-0.412	-0.016	-0.853
80974	4145765	-3776	-0.415	-0.010	-0.869
80998	4145458	-3776	-0.430	0.005	-0.865
81015	4145458	-3776	-0.440	-0.006	-0.863
81029	4145694	-3775	-0.461	-0.001	-0.871
81054	4145694	-3776	-0.471	-0.010	-0.864
81065	4145320	-3776	-0.484	-0.008	-0.854
81101	4145243	-3776	-0.491	-0.013	-0.865
81112	4145243	-3776	-0.490	-0.014	-0.862
81121	4145243	-3776	-0.479	-0.015	-0.870
81133	4145243	-3776	-0.484	-0.030	-0.868
81183	4145487	-3777	-0.442	-0.039	-0.872
81211	4145487	-3777	-0.433	-0.030	-0.833
81234	4145376	-3778	-0.474	-0.046	-0.850
81255	4145376	-3778	-0.474	-0.051	-0.896
81274	4145507	-3777	-0.470	-0.026	-0.806
81286	4145507	-3777	-0.440	-0.006	-0.807
81294	4145507	-3777	-0.440	-0.009	-0.849
81354	4145614	-3775	-0.383	0.052	-0.677
81371	4145614	-3775	-0.392	0.032	-0.893
81391	4145567	-3773	-0.371	0.036	-0.929
81409	4145567	-3773	-0.399	0.003	-0.957
81428	4145400	-3776	-0.384	-0.005	-0.711
81451	4145400	-3776	-0.459	-0.012	-0.931
81470	4145403	-3775	-0.474	-0.012	-0.858
81483	4145403	-3775	-0.480	-0.026	-0.845
81494	4145403	-3775	-0.485	-0.035	-0.829
81505	4145403	-3775	-0.508	-0.003	-0.762
81532	4145558	-3773	-0.517	-0.042	-0.863
81540	4145558	-3773	-0.493	-0.024	-0.854
81609	4145611	-3774	-0.483	-0.039	-0.866
81630	4145683	-3774	-0.437	-0.064	-0.859
81649	4145683	-3774	-0.395	-0.069	-0.871
81668	4145683	-3775	-0.362	-0.057	-0.874
81689	4145320	-3775	-0.327	-0.064	-0.884
81712	4145520	-3774	-0.366	-0.032	-0.880
81733	4145520	-3774	-0.398	0.009	-0.874
81754	4145420	-3774	-0.450	0.009	-0.862
81771	4145420	-3774	-0.479	0.016	-0.864
81783	4145420	-3774	-0.501	0.028	-0.856
81791	4145535	-3776	-0.509	0.016	-0.825
81844	4145435	-3773	-0.554	-0.006	-0.857
81863	4145435	-3773	-0.554	-0.051	-0.915
81884	4145572	-3771	-0.515	-0.057	-0.866
81904	4145572	-3771	-0.429	-0.017	-0.836
81924	4145640	-3774	-0.408	-0.023	-0.828
81945	4145640	-3774	-0.423	-0.042	-1.007
81966	4145627	-3774	-0.370	-0.016	-0.892
81987	4145627	-3774	-0.289	0.021	-0.814
82005	4145539	-3772	-0.365	-0.003	-0.884
82023	4145539	-3772	-0.397	-0.019	-0.869
82044	4145668	-3771	-0.419	0.013	-0.844
82064	4145668	-3771	-0.424	0.020	-0.900
82078	4145508	-3771	-0.414	-0.021	-0.922
82089	4145508	-3771	-0.429	-0.043	-0.789
82100	4145508	-3771	-0.391	-0.056	-0.825
82156	4145491	-3770	-0.516	-0.012	-0.874
82177	4145485	-3770	-0.482	-0.023	-0.849
82187	4145485	-3770	-0.405	0.020	-0.882
82205	4145563	-3771	-0.443	0.016	-0.849
82233	4145563	-3771	-0.456	0.020	-0.867
82247	4145552	-3769	-0.446	0.025	-0.867
82278	4145379	-3772	-0.457	-0.016	-0.867
82299	4145379	-3772	-0.404	-0.082	-0.741
82319	4145331	-3771	-0.430	-0.073	-0.836
82338	4145331	-3771	-0.417	-0.071	-0.849
82358	4145331	-3770	-0.429	-0.074	-0.869
82374	4145229	-3770	-0.421	-0.073	-0.870
82385	4145229	-3770	-0.426	-0.055	-0.858
82396	4145229	-3770	-0.431	-0.046	-0.863
82401	4145352	-3769	-0.434	0.013	-0.879
82432	4145352	-3769	-0.453	-0.007	-0.886
82440	4145336	-3770	-0.440	0.036	-0.857
82492	4145428	-3768	-0.467	0.056	-0.875
82498	4145428	-3768	-0.470	-0.006	-0.863
82564	4145381	-3770	-0.463	-0.037	-0.865
82586	4145381	-3770	-0.438	-0.064	-0.868
82606	4145399	-3770	-0.435	-0.082	-0.787
82627	4145399	-3770	-0.450	-0.103	-0.835
82647	4145633	-3767	-0.509	-0.148	-0.927
82665	4145633	-3767	-0.492	-0.100	-0.859
82679	4145633	-3767	-0.452	-0.062	-0.812
82691	4145505	-3768	-0.454	-0.050	-0.791
82702	4145505	-3768	-0.477	-0.021	-0.914
82713	4145505	-3768	-0.478	0.007	-0.947
82735	4145503	-3769	-0.389	0.047	-0.813
82745	4145503	-3769	-0.392	0.070	-0.860
82783	4145593	-3767	-0.451	0.071	-0.867
82802	4145593	-3767	-0.373	0.050	-0.869
82820	4145764	-3767	-0.409	0.019	-0.860
82832	4145764	-3767	-0.383	0.012	-0.706
82854	4145423	-3767	-0.425	-0.007	-0.976
82875	4145423	-3767	-0.472	-0.030	-0.895
82894	4145506	-3769	-0.498	-0.076	-1.027
82914	4145506	-3769	-0.559	-0.062	-0.921
82936	4145529	-3767	-0.530	-0.063	-0.856
82957	4145529	-3767	-0.488	-0.043	-0.821
82968	4145529	-3767	-0.479	-0.049	-0.888
83011	4145463	-3768	-0.509	0.016	-0.864
83032	4145463	-3768	-0.474	0.005	-0.845
83049	4145463	-3768	-0.480	-0.004	-0.879
83070	4145288	-3768	-0.467	-0.029	-0.879
83092	4145415	-3767	-0.396	-0.044	-0.865
83109	4145415	-3767	-0.383	-0.042	-0.839
83126	4145415	-3767	-0.373	-0.047	-0.869
83147	4145291	-3766	-0.380	-0.046	-0.884
83167	4145291	-3767	-0.388	-0.021	-0.865
83188	4145216	-3767	-0.408	0.007	-0.901
83204	4145216	-3767	-0.421	0.019	-0.861
83214	4145177	-3766	-0.467	0.032	-0.879
83233	4145177	-3766	-0.497	0.040	-0.863
83252	4145177	-3763	-0.519	0.035	-0.847
83271	4145205	-3763	-0.523	0.032	-0.848
83284	4145205	-3763	-0.526	0.027	-0.850
83296	4145261	-3766	-0.536	0.008	-0.857
83318	4145261	-3766	-0.524	-0.035	-0.870
83345	4145270	-3766	-0.477	-0.060	-0.856
83368	4145270	-3766	-0.439	-0.059	-0.871
83389	4145640	-3765	-0.416	-0.062	-0.877
83396	4145640	-3765	-0.408	-0.045	-0.875
83448	4145565	-3763	-0.369	-0.038	-0.877
83465	4145421	-3764	-0.385	-0.018	-0.877
83477	4145421	-3764	-0.416	0.012	-0.800
83499	4145421	-3764	-0.454	-0.008	-0.849
83517	4145421	-3764	-0.548	0.032	-0.908
83539	4145526	-3765	-0.476	0.023	-0.827
83561	4145526	-3765	-0.515	0.004	-0.874
83573	4145526	-3765	-0.521	-0.006	-0.894
83584	4145606	-3765	-0.513	0.026	-0.866
83593	4145606	-3765	-0.490	0.025	-0.772
83622	4145467	-3764	-0.452	-0.010	-0.832
83647	4145467	-3764	-0.414	0.030	-0.973
83663	4145491	-3765	-0.479	-0.017	-0.922
83683	4145491	-3765	-0.441	-0.045	-0.785
83703	4145518	-3765	-0.418	-0.042	-0.894
83724	4145518	-3765	-0.455	-0.030	-0.931
83744	4145523	-3764	-0.462	-0.031	-0.861
83763	4145523	-3764	-0.451	-0.045	-0.826
83777	4145523	-3764	-0.459	-0.048	-0.866
83788	4145404	-3764	-0.467	-0.022	-0.867
83800	4145404	-3764	-0.479	-0.023	-0.855
83817	4145404	-3764	-0.487	-0.016	-0.867
83851	4145363	-3763	-0.469	-0.005	-0.877
83868	4145653	-3764	-0.449	-0.013	-0.871
83882	4145653	-3764	-0.400	-0.007	-0.825
83892	4145653	-3764	-0.433	-0.013	-0.860
83914	4145480	-3763	-0.399	-0.018	-0.870
83930	4145480	-3763	-0.370	-0.011	-0.867
83952	4145216	-3763	-0.371	-0.011	-0.869
83976	4145216	-3763	-0.417	-0.012	-0.865
83998	4145173	-3763	-0.457	-0.021	-0.827
84018	4145173	-3763	-0.488	-0.018	-0.856
84034	4145344	-3763	-0.522	-0.011	-0.865
84052	4145344	-3763	-0.529	-0.017	-0.881
84073	4145389	-3763	-0.542	-0.027	-0.858
84093	4145389	-3763	-0.513	-0.016	-0.852
84108	4145625	-3764	-0.502	-0.013	-0.862
84119	4145625	-3764	-0.467	-0.012	-0.868
84148	4145482	-3762	-0.426	-0.007	-0.873
84167	4145482	-3762	-0.395	0.000	-0.867
84180	4145482	-3762	-0.376	0.015	-0.855
84191	4145301	-3763	-0.372	0.019	-0.854
84199	4145301	-3763	-0.352	-0.005	-0.896
84235	4145725	-3761	-0.401	-0.022	-0.885
84280	4145637	-3761	-0.507	-0.052	-0.884
84298	4145637	-3761	-0.511	-0.048	-0.822
84318	4145479	-3761	-0.521	-0.047	-1.001
84337	4145479	-3761	-0.470	-0.029	-0.847
84356	4145431	-3762	-0.428	0.002	-0.849
84375	4145431	-3762	-0.458	0.027	-0.908
84396	4145503	-3762	-0.408	0.041	-0.882
84415	4145503	-3762	-0.395	0.028	-0.817
84436	4145470	-3760	-0.396	-0.012	-0.841
84457	4145470	-3760	-0.364	-0.010	-0.910
84474	4145602	-3761	-0.424	-0.012	-0.924
84480	4145602	-3761	-0.530	-0.034	-0.853
84523	4145601	-3760	-0.504	-0.026	-0.848
84544	4145601	-3760	-0.544	-0.027	-0.866
84565	4145300	-3761	-0.526	-0.046	-0.849
84585	4145300	-3761	-0.471	-0.029	-0.843
84606	4145331	-3760	-0.445	-0.009	-0.888
84627	4145331	-3760	-0.398	-0.003	-0.862
84647	4145470	-3761	-0.377	-0.014	-0.909
84667	4145470	-3761	-0.367	0.012	-0.907
84688	4145211	-3760	-0.384	0.001	-0.879
84704	4145211	-3760	-0.376	0.015	-0.853
84711	4145211	-3760	-0.389	-0.029	-0.882
84770	4145531	-3760	-0.459	-0.023	-0.864
84783	4145531	-3760	-0.463	-0.014	-0.860
84794	4145531	-3758	-0.466	-0.009	-0.854
84804	4145569	-3758	-0.498	-0.028	-0.845
84830	4145569	-3758	-0.483	-0.022	-0.874
84848	4145530	-3758	-0.544	-0.065	-0.867
84866	4145530	-3758	-0.510	-0.020	-0.842
84887	4145319	-3761	-0.485	-0.009	-0.849
84903	4145319	-3761	-0.484	-0.038	-0.856
84924	4145383	-3759	-0.477	-0.038	-0.856
84962	4145445	-3760	-0.456	-0.032	-0.871
84978	4145445	-3760	-0.440	-0.031	-0.856
84999	4145445	-3759	-0.432	-0.035	-0.847
85022	4145492	-3759	-0.444	-0.058	-0.893
85042	4145632	-3757	-0.446	-0.051	-0.876
85063	4145632	-3757	-0.440	-0.041	-0.639
85077	4145632	-3757	-0.422	-0.046	-0.852
85087	4145442	-3758	-0.492	-0.058	-1.044
85101	4145442	-3758	-0.490	-0.036	-1.004
85108	4145442	-3758	-0.479	0.008	-0.896
85170	4145609	-3756	-0.396	0.033	-0.897
85184	4145609	-3756	-0.418	0.037	-0.783
85216	4145501	-3757	-0.491	-0.006	-0.824
85237	4145501	-3757	-0.439	0.020	-0.896
85258	4145519	-3758	-0.404	-0.022	-0.864
85278	4145519	-3758	-0.485	-0.038	-0.897
85299	4145402	-3757	-0.527	-0.039	-0.867
85322	4145402	-3757	-0.513	-0.054	-0.839
85346	4145443	-3757	-0.499	-0.059	-0.850
85366	4145472	-3757	-0.512	-0.056	-0.865
85380	4145472	-3757	-0.491	-0.042	-0.874
85391	4145472	-3757	-0.486	-0.040	-0.852
85465	4145644	-3756	-0.370	0.001	-0.896
85480	4145644	-3756	-0.366	0.012	-0.877
85499	4145573	-3754	-0.365	0.021	-0.862
85517	4145573	-3754	-0.379	0.021	-0.871
85537	4145662	-3757	-0.421	0.012	-0.870
85558	4145662	-3757	-0.445	0.004	-0.858
85578	4145404	-3758	-0.486	-0.014	-0.862
85599	4145404	-3758	-0.511	-0.005	-0.863
85619	4145512	-3757	-0.525	-0.013	-0.854
85640	4145512	-3757	-0.517	-0.021	-0.836
85661	4145414	-3756	-0.515	-0.031	-0.853
85669	4145414	-3756	-0.513	-0.060	-0.851
85710	4145440	-3754	-0.481	-0.068	-0.856
85731	4145421	-3755	-0.472	-0.075	-0.861
85751	4145421	-3755	-0.468	-0.079	-0.894
85773	4145605	-3753	-0.427	-0.051	-0.856
85791	4145605	-3753	-0.391	-0.019	-0.832
85809	4145605	-3753	-0.454	-0.005	-0.970
85830	4145559	-3753	-0.356	0.022	-0.851
85850	4145559	-3753	-0.401	0.031	-0.879
85869	4145501	-3753	-0.382	0.047	-0.940
85889	4145501	-3754	-0.396	0.044	-0.856
85909	4145491	-3754	-0.354	-0.006	-0.675
85929	4145491	-3753	-0.434	-0.012	-0.938
85949	4145339	-3753	-0.476	0.020	-0.895
85968	4145339	-3753	-0.452	0.006	-0.858
85982	4145555	-3752	-0.442	0.000	-0.851
85994	4145555	-3752	-0.433	-0.011	-0.854
86003	4145555	-3752	-0.441	-0.014	-0.840
86064	4145640	-3753	-0.472	-0.052	-0.863
86091	4145640	-3754	-0.501	-0.045	-0.870
86116	4145582	-3754	-0.488	-0.050	-0.857
86138	4145383	-3753	-0.477	-0.045	-0.862
86146	4145383	-3753	-0.478	-0.046	-0.865
86170	4145383	-3753	-0.465	-0.060	-0.869
86190	4145651	-3752	-0.439	-0.051	-0.862
86212	4145651	-3752	-0.431	-0.039	-0.861
86232	4145446	-3754	-0.427	-0.021	-0.865
86253	4145446	-3754	-0.415	0.002	-0.871
86271	4145538	-3753	-0.410	0.020	-0.868
86283	4145538	-3753	-0.396	0.027	-0.864
86295	4145538	-3753	-0.410	0.023	-0.865
86318	4145426	-3752	-0.422	0.030	-0.871
86332	4145426	-3752	-0.429	0.028	-0.859
86366	4145510	-3752	-0.470	0.013	-0.866
86382	4145477	-3751	-0.484	0.004	-0.865
86399	4145477	-3751	-0.481	-0.008	-0.861
86419	4145477	-3751	-0.490	-0.025	-0.857
86433	4145419	-3751	-0.474	0.019	-0.753
86445	4145419	-3751	-0.500	-0.049	-0.829
86459	4145419	-3752	-0.529	-0.080	-0.901
86470	4145441	-3752	-0.521	-0.104	-0.909
86478	4145441	-3752	-0.542	-0.071	-0.825
86518	4145449	-3752	-0.454	-0.065	-0.872
86540	4145449	-3751	-0.496	-0.045	-0.893
86562	4145432	-3751	-0.412	-0.021	-0.901
86612	4145347	-3748	-0.415	0.031	-0.896
86633	4145693	-3752	-0.398	0.057	-0.797
86652	4145693	-3752	-0.428	0.071	-0.738
86667	4145444	-3752	-0.429	0.040	-0.992
86677	4145444	-3752	-0.474	0.036	-0.976
86694	4145444	-3752	-0.443	0.031	-0.827
86718	4145317	-3750	-0.439	-0.017	-0.821
86743	4145317	-3749	-0.478	-0.014	-0.900
86765	4145365	-3749	-0.483	-0.013	-0.842
86784	4145365	-3750	-0.455	-0.020	-0.837
86804	4145308	-3750	-0.468	-0.023	-0.906
86823	4145308	-3750	-0.494	-0.043	-0.868
86843	4145639	-3750	-0.475	-0.041	-0.846
86863	4145639	-3750	-0.485	-0.035	-0.865
86877	4145474	-3749	-0.497	-0.041	-0.849
86888	4145474	-3749	-0.497	-0.058	-0.864
86904	4145474	-3747	-0.479	-0.060	-0.879
86925	4145483	-3747	-0.436	-0.055	-0.866
86946	4145483	-3750	-0.426	-0.040	-0.867
86974	4145355	-3750	-0.406	-0.030	-0.866
86983	4145355	-3750	-0.406	-0.012	-0.867
87007	4145542	-3748	-0.398	0.010	-0.873
87028	4145542	-3748	-0.406	0.028	-0.874
87048	4145551	-3748	-0.447	0.017	-0.866
87068	4145551	-3749	-0.474	0.028	-0.861
87090	4145308	-3749	-0.491	0.032	-0.865
87109	4145308	-3749	-0.495	0.029	-0.863
87129	4145331	-3749	-0.489	0.011	-0.855
87148	4145331	-3749	-0.479	0.001	-0.872
87166	4145611	-3747	-0.471	-0.011	-0.867
87178	4145611	-3747	-0.463	-0.021	-0.863
87185	4145611	-3747	-0.456	-0.052	-0.868
87236	4145532	-3747	-0.420	-0.058	-0.864
87257	4145532	-3747	-0.421	-0.059	-0.872
87279	4145424	-3748	-0.465	-0.047	-0.782
87298	4145424	-3748	-0.499	-0.102	-0.789
87312	4145424	-3748	-0.537	-0.088	-0.915
87321	4145746	-3748	-0.484	-0.059	-0.842
87334	4145746	-3748	-0.479	-0.058	-0.778
87340	4145746	-3748	-0.432	-0.004	-0.913
87380	4145696	-3747	-0.448	0.026	-0.917
87399	4145658	-3746	-0.401	0.047	-0.795
87421	4145658	-3746	-0.250	-0.032	-0.945
87444	4145477	-3747	-0.426	0.043	-0.927
87465	4145477	-3747	-0.340	0.017	-0.858
87480	4145568	-3747	-0.432	0.021	-0.854
87491	4145568	-3747	-0.431	0.017	-0.873
87503	4145568	-3747	-0.474	0.004	-0.876
87521	4145340	-3747	-0.483	0.004	-0.873
87532	4145340	-3747	-0.486	-0.016	-0.863
87553	4145340	-3747	-0.462	-0.028	-0.852
87578	4145484	-3745	-0.480	-0.040	-0.854
87599	4145609	-3746	-0.474	-0.050	-0.850
87621	4145609	-3746	-0.477	-0.045	-0.865
87643	4145708	-3746	-0.481	-0.038	-0.866
87664	4145708	-3746	-0.469	-0.046	-0.852
87683	4145616	-3745	-0.429	-0.051	-0.876
87705	4145616	-3745	-0.430	-0.044	-0.870
87725	4145429	-3747	-0.413	-0.038	-0.857
87747	4145429	-3747	-0.401	-0.023	-0.861
87763	4145571	-3746	-0.409	-0.015	-0.872
87775	4145571	-3746	-0.411	-0.010	-0.874
87786	4145571	-3746	-0.407	-0.041	-0.917
87794	4145571	-3746	-0.437	0.019	-0.857
87879	4145641	-3746	-0.513	0.015	-0.857
87900	4145451	-3746	-0.509	0.011	-0.857
87919	4145451	-3746	-0.489	0.003	-0.866
87938	4145705	-3744	-0.484	-0.013	-0.861
87952	4145705	-3744	-0.466	-0.027	-0.862
87963	4145705	-3744	-0.446	-0.042	-0.865
87987	4145536	-3744	-0.434	-0.048	-0.867
87998	4145536	-3744	-0.426	-0.044	-0.871
88017	4145536	-3743	-0.410	-0.048	-0.868
88025	4145536	-3743	-0.410	-0.059	-0.868
88061	4145421	-3743	-0.413	-0.053	-0.873
88069	4145421	-3743	-0.415	-0.015	-0.859
88131	4145461	-3743	-0.474	-0.006	-0.865
88152	4145461	-3743	-0.482	0.006	-0.863
88173	4145465	-3743	-0.480	0.023	-0.860
88194	4145465	-3743	-0.479	0.012	-0.861
88215	4145532	-3745	-0.469	0.012	-0.869
88235	4145532	-3745	-0.467	0.009	-0.862
88256	4145514	-3744	-0.449	-0.007	-0.859
88277	4145514	-3744	-0.437	-0.016	-0.864
88298	4145601	-3742	-0.436	-0.006	-0.864
88320	4145601	-3742	-0.442	-0.023	-0.865
88341	4145715	-3742	-0.437	-0.034	-0.860
88363	4145715	-3742	-0.452	-0.035	-0.868
88379	4145674	-3742	-0.458	-0.042	-0.868
88389	4145674	-3742	-0.453	-0.043	-0.860
88400	4145674	-3742	-0.460	-0.042	-0.861
88422	4145661	-3740	-0.472	-0.036	-0.865
88456	4145680	-3743	-0.465	-0.029	-0.860
88477	4145680	-3743	-0.446	-0.007	-0.818
88497	4145608	-3741	-0.459	-0.017	-0.860
88517	4145608	-3741	-0.499	-0.065	-0.899
88537	4145652	-3740	-0.483	-0.044	-0.864
88559	4145652	-3740	-0.443	-0.014	-0.839
88578	4145473	-3740	-0.431	0.008	-0.863
88592	4145473	-3740	-0.428	0.026	-0.883
88614	4145473	-3739	-0.417	0.043	-0.864
88624	4145728	-3739	-0.409	0.044	-0.860
88634	4145728	-3739	-0.403	0.044	-0.857
88644	4145728	-3739	-0.406	-0.014	-0.872
88733	4145590	-3740	-0.474	-0.034	-0.863
88756	4145253	-3740	-0.483	-0.052	-0.865
88768	4145253	-3740	-0.483	-0.054	-0.860
88793	4145591	-3740	-0.467	-0.057	-0.868
88814	4145591	-3740	-0.466	-0.037	-0.828
88834	4145292	-3740	-0.469	-0.038	-0.910
88854	4145292	-3740	-0.437	-0.005	-0.899
88874	4145342	-3738	-0.399	0.009	-0.850
88894	4145342	-3738	-0.422	-0.008	-0.921
88917	4145505	-3741	-0.411	0.021	-0.830
88935	4145505	-3741	-0.404	0.013	-0.827
